x,y,real_psi_tilde,imag_psi_tilde,physical_density
-5.6250000000000000e+00,-3.3750000000000000e+00,-1.4830974430133501e-09,0.0000000000000000e+00,1.5641443736695018e-17
-5.2500000000000000e+00,-3.3750000000000000e+00,3.7781163919536038e-09,0.0000000000000000e+00,1.0150516246150057e-16
-4.8750000000000000e+00,-3.3750000000000000e+00,5.3164399819975483e-08,0.0000000000000000e+00,2.0099224236218376e-14
-4.5000000000000000e+00,-3.3750000000000000e+00,2.6516225154222035e-07,0.0000000000000000e+00,4.9998947301646034e-13
-4.1250000000000000e+00,-3.3750000000000000e+00,1.1323341119566427e-06,0.0000000000000000e+00,9.1177282922712076e-12
-3.7500000000000000e+00,-3.3750000000000000e+00,4.3262865793194459e-06,0.0000000000000000e+00,1.3309692847217459e-10
-3.3750000000000000e+00,-3.3750000000000000e+00,1.4656184224939987e-05,0.0000000000000000e+00,1.5274932340293669e-09
-3.0000000000000000e+00,-3.3750000000000000e+00,4.3781606523897756e-05,0.0000000000000000e+00,1.3630784496450893e-08
-2.6250000000000000e+00,-3.3750000000000000e+00,1.1528490615682032e-04,0.0000000000000000e+00,9.4511001511728836e-08
-2.2500000000000000e+00,-3.3750000000000000e+00,2.6665129804848191e-04,0.0000000000000000e+00,5.0562072711779792e-07
-1.8750000000000000e+00,-3.3750000000000000e+00,5.4091438855867035e-04,0.0000000000000000e+00,2.0806284497763572e-06
-1.5000000000000000e+00,-3.3750000000000000e+00,9.6173730134303001e-04,0.0000000000000000e+00,6.5773414172058598e-06
-1.1250000000000000e+00,-3.3750000000000000e+00,1.4998482241186310e-03,0.0000000000000000e+00,1.5996762278341767e-05
-7.5000000000000000e-01,-3.3750000000000000e+00,2.0552349910955381e-03,0.0000000000000000e+00,3.0037268399100278e-05
-3.7500000000000000e-01,-3.3750000000000000e+00,2.4799035099615473e-03,0.0000000000000000e+00,4.3732774533117168e-05
0.0000000000000000e+00,-3.3750000000000000e+00,2.6395467181636514e-03,0.0000000000000000e+00,4.9544582239064909e-05
3.7500000000000000e-01,-3.3750000000000000e+00,2.4798995592081614e-03,0.0000000000000000e+00,4.3732635191188141e-05
7.5000000000000000e-01,-3.3750000000000000e+00,2.0552302781931351e-03,0.0000000000000000e+00,3.0037130641079688e-05
1.1250000000000000e+00,-3.3750000000000000e+00,1.4998490446211281e-03,0.0000000000000000e+00,1.5996779780628700e-05
1.5000000000000000e+00,-3.3750000000000000e+00,9.6173867051976109e-04,0.0000000000000000e+00,6.5773601448755027e-06
1.8750000000000000e+00,-3.3750000000000000e+00,5.4091067807982701e-04,0.0000000000000000e+00,2.0805999051433121e-06
2.2500000000000000e+00,-3.3750000000000000e+00,2.6664718473261745e-04,0.0000000000000000e+00,5.0560512800590662e-07
2.6250000000000000e+00,-3.3750000000000000e+00,1.1528202047751211e-04,0.0000000000000000e+00,9.4506270189351277e-08
3.0000000000000000e+00,-3.3750000000000000e+00,4.3791998780878371e-05,0.0000000000000000e+00,1.3637256229151662e-08
3.3750000000000000e+00,-3.3750000000000000e+00,1.4646987547114750e-05,0.0000000000000000e+00,1.5255768476823794e-09
3.7500000000000000e+00,-3.3750000000000000e+00,4.3333240567591140e-06,0.0000000000000000e+00,1.3353029248630945e-10
4.1250000000000000e+00,-3.3750000000000000e+00,1.1292127490848425e-06,0.0000000000000000e+00,9.0675301880586494e-12
4.5000000000000000e+00,-3.3750000000000000e+00,2.6953238950614633e-07,0.0000000000000000e+00,5.1660593061612785e-13
4.8750000000000000e+00,-3.3750000000000000e+00,4.7525575961786256e-08,0.0000000000000000e+00,1.6061727079107667e-14
5.2500000000000000e+00,-3.3750000000000000e+00,3.6281766786363405e-09,0.0000000000000000e+00,9.3608291636626677e-17
5.6250000000000000e+00,-3.3750000000000000e+00,6.3182377798377493e-09,0.0000000000000000e+00,2.8387647034715770e-16
-6.0000000000000000e+00,-3.0000000000000000e+00,7.4628645998989767e-09,0.0000000000000000e+00,3.9604869714791332e-16
-5.6250000000000000e+00,-3.0000000000000000e+00,9.7414911586559868e-10,0.0000000000000000e+00,6.7482062218078412e-18
-5.2500000000000000e+00,-3.0000000000000000e+00,2.4910379151810133e-08,0.0000000000000000e+00,4.4126363696848845e-15
-4.8750000000000000e+00,-3.0000000000000000e+00,1.6615181711797839e-07,0.0000000000000000e+00,1.9631236502475475e-13
-4.5000000000000000e+00,-3.0000000000000000e+00,8.0643164552481456e-07,0.0000000000000000e+00,4.6245831033163386e-12
-4.1250000000000000e+00,-3.0000000000000000e+00,3.4334730854610666e-06,0.0000000000000000e+00,8.3831021714386042e-11
-3.7500000000000000e+00,-3.0000000000000000e+00,1.3021790853282216e-05,0.0000000000000000e+00,1.2058100410782179e-09
-3.3750000000000000e+00,-3.0000000000000000e+00,4.3793068524280846e-05,0.0000000000000000e+00,1.3637922494381211e-08
-3.0000000000000000e+00,-3.0000000000000000e+00,1.2997275691311653e-04,0.0000000000000000e+00,1.2012741361490546e-07
-2.6250000000000000e+00,-3.0000000000000000e+00,3.3946021687240852e-04,0.0000000000000000e+00,8.1943636507777873e-07
-2.2500000000000000e+00,-3.0000000000000000e+00,7.7796812134552887e-04,0.0000000000000000e+00,4.3038890512347846e-06
-1.8750000000000000e+00,-3.0000000000000000e+00,1.5619492929949338e-03,0.0000000000000000e+00,1.7348875334310214e-05
-1.5000000000000000e+00,-3.0000000000000000e+00,2.7469226065107832e-03,0.0000000000000000e+00,5.3657484843804405e-05
-1.1250000000000000e+00,-3.0000000000000000e+00,4.2383684153143438e-03,0.0000000000000000e+00,1.2774234185908780e-04
-7.5000000000000000e-01,-3.0000000000000000e+00,5.7548986890117596e-03,0.0000000000000000e+00,2.3551188565894591e-04
-3.7500000000000000e-01,-3.0000000000000000e+00,6.9009045066386237e-03,0.0000000000000000e+00,3.3864876806929966e-04
0.0000000000000000e+00,-3.0000000000000000e+00,7.3288925756963596e-03,0.0000000000000000e+00,3.8195673874558025e-04
3.7500000000000000e-01,-3.0000000000000000e+00,6.9008994023116964e-03,0.0000000000000000e+00,3.3864826709920662e-04
7.5000000000000000e-01,-3.0000000000000000e+00,5.7549006352711684e-03,0.0000000000000000e+00,2.3551204495533866e-04
1.1250000000000000e+00,-3.0000000000000000e+00,4.2383648461451623e-03,0.0000000000000000e+00,1.2774212671316698e-04
1.5000000000000000e+00,-3.0000000000000000e+00,2.7469261940655395e-03,0.0000000000000000e+00,5.3657625000130769e-05
1.8750000000000000e+00,-3.0000000000000000e+00,1.5619458608283870e-03,0.0000000000000000e+00,1.7348799090907953e-05
2.2500000000000000e+00,-3.0000000000000000e+00,7.7796855212705531e-04,0.0000000000000000e+00,4.3038938175905195e-06
2.6250000000000000e+00,-3.0000000000000000e+00,3.3946035689817598e-04,0.0000000000000000e+00,8.1943704110532987e-07
3.0000000000000000e+00,-3.0000000000000000e+00,1.2997816253287612e-04,0.0000000000000000e+00,1.2013740611856188e-07
3.3750000000000000e+00,-3.0000000000000000e+00,4.3789642618221138e-05,0.0000000000000000e+00,1.3635788804490872e-08
3.7500000000000000e+00,-3.0000000000000000e+00,1.3031216623336625e-05,0.0000000000000000e+00,1.2075563141996429e-09
4.1250000000000000e+00,-3.0000000000000000e+00,3.4297320366146826e-06,0.0000000000000000e+00,8.3648439772310026e-11
4.5000000000000000e+00,-3.0000000000000000e+00,8.1058373066872402e-07,0.0000000000000000e+00,4.6723270003543217e-12
4.8750000000000000e+00,-3.0000000000000000e+00,1.6353023543511261e-07,0.0000000000000000e+00,1.9016631396596168e-13
5.2500000000000000e+00,-3.0000000000000000e+00,2.2830899550575481e-08,0.0000000000000000e+00,3.7066664838291038e-15
5.6250000000000000e+00,-3.0000000000000000e+00,7.8118748780044905e-09,0.0000000000000000e+00,4.3395832255713903e-16
-6.0000000000000000e+00,-2.6250000000000000e+00,9.2214062851018642e-09,0.0000000000000000e+00,6.0468859644384830e-16
-5.6250000000000000e+00,-2.6250000000000000e+00,1.0169192347494325e-08,0.0000000000000000e+00,7.3537758578017532e-16
-5.2500000000000000e+00,-2.6250000000000000e+00,8.0433900109906388e-08,0.0000000000000000e+00,4.6006131817887282e-14
-4.8750000000000000e+00,-2.6250000000000000e+00,4.5548356751582318e-07,0.0000000000000000e+00,1.4753086597471392e-12
-4.5000000000000000e+00,-2.6250000000000000e+00,2.1602125162761575e-06,0.0000000000000000e+00,3.3184128821163863e-11
-4.1250000000000000e+00,-2.6250000000000000e+00,9.1568337750801788e-06,0.0000000000000000e+00,5.9624963402274929e-10
-3.7500000000000000e+00,-2.6250000000000000e+00,3.4526300591122144e-05,0.0000000000000000e+00,8.4769097422828174e-09
-3.3750000000000000e+00,-2.6250000000000000e+00,1.1528294304600679e-04,0.0000000000000000e+00,9.4507782807814003e-08
-3.0000000000000000e+00,-2.6250000000000000e+00,3.3946593429428333e-04,0.0000000000000000e+00,8.1946396832917818e-07
-2.6250000000000000e+00,-2.6250000000000000e+00,8.7809563867703093e-04,0.0000000000000000e+00,5.4830360936079852e-06
-2.2500000000000000e+00,-2.6250000000000000e+00,1.9895463516349404e-03,0.0000000000000000e+00,2.8147873317716636e-05
-1.8750000000000000e+00,-2.6250000000000000e+00,3.9419479616771402e-03,0.0000000000000000e+00,1.1049922654272398e-04
-1.5000000000000000e+00,-2.6250000000000000e+00,6.8324253884403221e-03,0.0000000000000000e+00,3.3196114978562767e-04
-1.1250000000000000e+00,-2.6250000000000000e+00,1.0388537678168195e-02,0.0000000000000000e+00,7.6744330731178824e-04
-7.5000000000000000e-01,-2.6250000000000000e+00,1.3924808319130294e-02,0.0000000000000000e+00,1.3788464833743661e-03
-3.7500000000000000e-01,-2.6250000000000000e+00,1.6549229549511529e-02,0.0000000000000000e+00,1.9475697684083594e-03
0.0000000000000000e+00,-2.6250000000000000e+00,1.7519427553779499e-02,0.0000000000000000e+00,2.1826157639973569e-03
3.7500000000000000e-01,-2.6250000000000000e+00,1.6549233882545408e-02,0.0000000000000000e+00,1.9475707882608993e-03
7.5000000000000000e-01,-2.6250000000000000e+00,1.3924808676653690e-02,0.0000000000000000e+00,1.3788465541789148e-03
1.1250000000000000e+00,-2.6250000000000000e+00,1.0388539347073435e-02,0.0000000000000000e+00,7.6744355388937201e-04
1.5000000000000000e+00,-2.6250000000000000e+00,6.8324240062025794e-03,0.0000000000000000e+00,3.3196101547045904e-04
1.8750000000000000e+00,-2.6250000000000000e+00,3.9419546797098397e-03,0.0000000000000000e+00,1.1049960317785818e-04
2.2500000000000000e+00,-2.6250000000000000e+00,1.9895521736630790e-03,0.0000000000000000e+00,2.8148038056728764e-05
2.6250000000000000e+00,-2.6250000000000000e+00,8.7809883694573712e-04,0.0000000000000000e+00,5.4830760351676893e-06
3.0000000000000000e+00,-2.6250000000000000e+00,3.3945697272720193e-04,0.0000000000000000e+00,8.1942070281327156e-07
3.3750000000000000e+00,-2.6250000000000000e+00,1.1528925608000132e-04,0.0000000000000000e+00,9.4518133813191975e-08
3.7500000000000000e+00,-2.6250000000000000e+00,3.4530170234217195e-05,0.0000000000000000e+00,8.4788100010952483e-09
4.1250000000000000e+00,-2.6250000000000000e+00,9.1566662982395946e-06,0.0000000000000000e+00,5.9622782362536391e-10
4.5000000000000000e+00,-2.6250000000000000e+00,2.1619327046534284e-06,0.0000000000000000e+00,3.3236999249422852e-11
4.8750000000000000e+00,-2.6250000000000000e+00,4.5250735120791895e-07,0.0000000000000000e+00,1.4560917539356936e-12
5.2500000000000000e+00,-2.6250000000000000e+00,7.8765942715930187e-08,0.0000000000000000e+00,4.4117857649274278e-14
5.6250000000000000e+00,-2.6250000000000000e+00,1.4643197832745822e-08,0.0000000000000000e+00,1.5247875041346270e-15
-6.0000000000000000e+00,-2.2500000000000000e+00,1.2942646565487046e-08,0.0000000000000000e+00,1.1911971564025856e-15
-5.6250000000000000e+00,-2.2500000000000000e+00,3.2028470073291523e-08,0.0000000000000000e+00,7.2947405883429738e-15
-5.2500000000000000e+00,-2.2500000000000000e+00,2.0055331194364410e-07,0.0000000000000000e+00,2.8602048662445952e-13
-4.8750000000000000e+00,-2.2500000000000000e+00,1.0819022384434053e-06,0.0000000000000000e+00,8.3236441141251625e-12
-4.5000000000000000e+00,-2.2500000000000000e+00,5.0891487347996102e-06,0.0000000000000000e+00,1.8417375889715534e-10
-4.1250000000000000e+00,-2.2500000000000000e+00,2.1467816436173167e-05,0.0000000000000000e+00,3.2772774580425014e-09
-3.7500000000000000e+00,-2.2500000000000000e+00,8.0460868393256770e-05,0.0000000000000000e+00,4.6036987325134129e-08
-3.3750000000000000e+00,-2.2500000000000000e+00,2.6664948392423157e-04,0.0000000000000000e+00,5.0561384730353089e-07
-3.0000000000000000e+00,-2.2500000000000000e+00,7.7796626599611982e-04,0.0000000000000000e+00,4.3038685228653894e-06
-2.6250000000000000e+00,-2.2500000000000000e+00,1.9895424013011815e-03,0.0000000000000000e+00,2.8147761540090821e-05
-2.2500000000000000e+00,-2.2500000000000000e+00,4.4446553962470547e-03,0.0000000000000000e+00,1.4047972687209289e-04
-1.8750000000000000e+00,-2.2500000000000000e+00,8.6578996449276913e-03,0.0000000000000000e+00,5.3304338674943323e-04
-1.5000000000000000e+00,-2.2500000000000000e+00,1.4716667338139540e-02,0.0000000000000000e+00,1.5401265602948489e-03
-1.1250000000000000e+00,-2.2500000000000000e+00,2.1924676924266823e-02,0.0000000000000000e+00,3.4182503696602888e-03
-7.5000000000000000e-01,-2.2500000000000000e+00,2.8852829381423563e-02,0.0000000000000000e+00,5.9198987613407203e-03
-3.7500000000000000e-01,-2.2500000000000000e+00,3.3851423010788362e-02,0.0000000000000000e+00,8.1487561945268044e-03
0.0000000000000000e+00,-2.2500000000000000e+00,3.5669812716266305e-02,0.0000000000000000e+00,9.0477193899627609e-03
3.7500000000000000e-01,-2.2500000000000000e+00,3.3851423631846157e-02,0.0000000000000000e+00,8.1487564935303989e-03
7.5000000000000000e-01,-2.2500000000000000e+00,2.8852817817573231e-02,0.0000000000000000e+00,5.9198940161000625e-03
1.1250000000000000e+00,-2.2500000000000000e+00,2.1924678467305187e-02,0.0000000000000000e+00,3.4182508508068675e-03
1.5000000000000000e+00,-2.2500000000000000e+00,1.4716665165180673e-02,0.0000000000000000e+00,1.5401261054865229e-03
1.8750000000000000e+00,-2.2500000000000000e+00,8.6579043052735071e-03,0.0000000000000000e+00,5.3304396059927848e-04
2.2500000000000000e+00,-2.2500000000000000e+00,4.4446560740992735e-03,0.0000000000000000e+00,1.4047976972108493e-04
2.6250000000000000e+00,-2.2500000000000000e+00,1.9895356076681252e-03,0.0000000000000000e+00,2.8147569309720009e-05
3.0000000000000000e+00,-2.2500000000000000e+00,7.7796667933346139e-04,0.0000000000000000e+00,4.3038730962000550e-06
3.3750000000000000e+00,-2.2500000000000000e+00,2.6665799326932590e-04,0.0000000000000000e+00,5.0564611821812526e-07
3.7500000000000000e+00,-2.2500000000000000e+00,8.0453709823460979e-05,0.0000000000000000e+00,4.6028795906543370e-08
4.1250000000000000e+00,-2.2500000000000000e+00,2.1471208110956190e-05,0.0000000000000000e+00,3.2783130861794909e-09
4.5000000000000000e+00,-2.2500000000000000e+00,5.0892727141558503e-06,0.0000000000000000e+00,1.8418273250880893e-10
4.8750000000000000e+00,-2.2500000000000000e+00,1.0746070105909322e-06,0.0000000000000000e+00,8.2117705046128334e-12
5.2500000000000000e+00,-2.2500000000000000e+00,2.0178743376482698e-07,0.0000000000000000e+00,2.8955141991391600e-13
5.6250000000000000e+00,-2.2500000000000000e+00,3.5444504090759975e-08,0.0000000000000000e+00,8.9337804105948490e-15
-6.0000000000000000e+00,-1.8750000000000000e+00,2.3680379571341219e-08,0.0000000000000000e+00,3.9876293450154275e-15
-5.6250000000000000e+00,-1.8750000000000000e+00,7.2783653573074391e-08,0.0000000000000000e+00,3.7670828284055497e-14
-5.2500000000000000e+00,-1.8750000000000000e+00,4.2329097264986184e-07,0.0000000000000000e+00,1.2741350935243811e-12
-4.8750000000000000e+00,-1.8750000000000000e+00,2.2424050339160562e-06,0.0000000000000000e+00,3.5757371279161387e-11
-4.5000000000000000e+00,-1.8750000000000000e+00,1.0526957378557239e-05,0.0000000000000000e+00,7.8803080284416496e-10
-4.1250000000000000e+00,-1.8750000000000000e+00,4.4180278690214265e-05,0.0000000000000000e+00,1.3880156623253339e-08
-3.7500000000000000e+00,-1.8750000000000000e+00,1.6453114145099446e-04,0.0000000000000000e+00,1.9250130849541082e-07
-3.3750000000000000e+00,-1.8750000000000000e+00,5.4090745533179742e-04,0.0000000000000000e+00,2.0805751127717008e-06
-3.0000000000000000e+00,-1.8750000000000000e+00,1.5619447311922322e-03,0.0000000000000000e+00,1.7348773996794131e-05
-2.6250000000000000e+00,-1.8750000000000000e+00,3.9419535067019206e-03,0.0000000000000000e+00,1.1049953741510803e-04
-2.2500000000000000e+00,-1.8750000000000000e+00,8.6579024214591353e-03,0.0000000000000000e+00,5.3304372863650104e-04
-1.8750000000000000e+00,-1.8750000000000000e+00,1.6506907219768621e-02,0.0000000000000000e+00,1.9376212335079071e-03
-1.5000000000000000e+00,-1.8750000000000000e+00,2.7347741479414558e-02,0.0000000000000000e+00,5.3183926330658956e-03
-1.1250000000000000e+00,-1.8750000000000000e+00,3.9635044310490579e-02,0.0000000000000000e+00,1.1171105688850144e-02
-7.5000000000000000e-01,-1.8750000000000000e+00,5.0868829407086084e-02,0.0000000000000000e+00,1.8400979948424719e-02
-3.7500000000000000e-01,-1.8750000000000000e+00,5.8643318299398395e-02,0.0000000000000000e+00,2.4455386888281277e-02
0.0000000000000000e+00,-1.8750000000000000e+00,6.1405413927597560e-02,0.0000000000000000e+00,2.6813332335072656e-02
3.7500000000000000e-01,-1.8750000000000000e+00,5.8643310152149165e-02,0.0000000000000000e+00,2.4455380093163816e-02
7.5000000000000000e-01,-1.8750000000000000e+00,5.0868832469608216e-02,0.0000000000000000e+00,1.8400982164060924e-02
1.1250000000000000e+00,-1.8750000000000000e+00,3.9635039467282709e-02,0.0000000000000000e+00,1.1171102958741746e-02
1.5000000000000000e+00,-1.8750000000000000e+00,2.7347741035273640e-02,0.0000000000000000e+00,5.3183924603192158e-03
1.8750000000000000e+00,-1.8750000000000000e+00,1.6506908827423467e-02,0.0000000000000000e+00,1.9376216109288590e-03
2.2500000000000000e+00,-1.8750000000000000e+00,8.6579010751262429e-03,0.0000000000000000e+00,5.3304356285633530e-04
2.6250000000000000e+00,-1.8750000000000000e+00,3.9419475397052886e-03,0.0000000000000000e+00,1.1049920288560766e-04
3.0000000000000000e+00,-1.8750000000000000e+00,1.5619469465206954e-03,0.0000000000000000e+00,1.7348823208855636e-05
3.3750000000000000e+00,-1.8750000000000000e+00,5.4090675885635944e-04,0.0000000000000000e+00,2.0805697548550529e-06
3.7500000000000000e+00,-1.8750000000000000e+00,1.6451891929663480e-04,0.0000000000000000e+00,1.9247270973534317e-07
4.1250000000000000e+00,-1.8750000000000000e+00,4.4183440488054262e-05,0.0000000000000000e+00,1.3882143383903521e-08
4.5000000000000000e+00,-1.8750000000000000e+00,1.0527982312305373e-05,0.0000000000000000e+00,7.8818426004063857e-10
4.8750000000000000e+00,-1.8750000000000000e+00,2.2328828777941716e-06,0.0000000000000000e+00,3.5454335615618714e-11
5.2500000000000000e+00,-1.8750000000000000e+00,4.2662450914021560e-07,0.0000000000000000e+00,1.2942824661271460e-12
5.6250000000000000e+00,-1.8750000000000000e+00,7.6410060330519932e-08,0.0000000000000000e+00,4.1518203162408504e-14
-6.0000000000000000e+00,-1.5000000000000000e+00,4.4316388501273168e-08,0.0000000000000000e+00,1.3965811838547744e-14
-5.6250000000000000e+00,-1.5000000000000000e+00,1.3614674277025468e-07,0.0000000000000000e+00,1.3181109736497703e-13
-5.2500000000000000e+00,-1.5000000000000000e+00,7.7648365596720755e-07,0.0000000000000000e+00,4.2874799501098718e-12
-4.8750000000000000e+00,-1.5000000000000000e+00,4.0737215949611857e-06,0.0000000000000000e+00,1.1801036539202207e-10
-4.5000000000000000e+00,-1.5000000000000000e+00,1.9093459959700320e-05,0.0000000000000000e+00,2.5924281829879423e-09
-4.1250000000000000e+00,-1.5000000000000000e+00,7.9722947398767977e-05,0.0000000000000000e+00,4.5196432653843382e-08
-3.7500000000000000e+00,-1.5000000000000000e+00,2.9497392022626435e-04,0.0000000000000000e+00,6.1873503014151508e-07
-3.3750000000000000e+00,-1.5000000000000000e+00,9.6173593259661345e-04,0.0000000000000000e+00,6.5773226954487305e-06
-3.0000000000000000e+00,-1.5000000000000000e+00,2.7469346900568189e-03,0.0000000000000000e+00,5.3657956916889259e-05
-2.6250000000000000e+00,-1.5000000000000000e+00,6.8324205363376328e-03,0.0000000000000000e+00,3.3196067829595181e-04
-2.2500000000000000e+00,-1.5000000000000000e+00,1.4716669710106375e-02,0.0000000000000000e+00,1.5401270567563551e-03
-1.8750000000000000e+00,-1.5000000000000000e+00,2.7347738922599747e-02,0.0000000000000000e+00,5.3183916386039263e-03
-1.5000000000000000e+00,-1.5000000000000000e+00,4.3904590145004245e-02,0.0000000000000000e+00,1.3707470476805716e-02
-1.1250000000000000e+00,-1.5000000000000000e+00,6.1514904011418223e-02,0.0000000000000000e+00,2.6909037621575094e-02
-7.5000000000000000e-01,-1.5000000000000000e+00,7.6607302782923423e-02,0.0000000000000000e+00,4.1732827304352044e-02
-3.7500000000000000e-01,-1.5000000000000000e+00,8.6520659582220938e-02,0.0000000000000000e+00,5.3232530023413757e-02
0.0000000000000000e+00,-1.5000000000000000e+00,8.9942370481351369e-02,0.0000000000000000e+00,5.7526257833277618e-02
3.7500000000000000e-01,-1.5000000000000000e+00,8.6520666659050255e-02,0.0000000000000000e+00,5.3232538731566158e-02
7.5000000000000000e-01,-1.5000000000000000e+00,7.6607308894730719e-02,0.0000000000000000e+00,4.1732833963325784e-02
1.1250000000000000e+00,-1.5000000000000000e+00,6.1514911183084178e-02,0.0000000000000000e+00,2.6909043895912782e-02
1.5000000000000000e+00,-1.5000000000000000e+00,4.3904584004224645e-02,0.0000000000000000e+00,1.3707466642375243e-02
1.8750000000000000e+00,-1.5000000000000000e+00,2.7347745327798666e-02,0.0000000000000000e+00,5.3183941298782849e-03
2.2500000000000000e+00,-1.5000000000000000e+00,1.4716671857688889e-02,0.0000000000000000e+00,1.5401275062534552e-03
2.6250000000000000e+00,-1.5000000000000000e+00,6.8324279475392548e-03,0.0000000000000000e+00,3.3196139845913225e-04
3.0000000000000000e+00,-1.5000000000000000e+00,2.7469289612900203e-03,0.0000000000000000e+00,5.3657733108436409e-05
3.3750000000000000e+00,-1.5000000000000000e+00,9.6172660147787075e-04,0.0000000000000000e+00,6.5771950648190243e-06
3.7500000000000000e+00,-1.5000000000000000e+00,2.9497037039700693e-04,0.0000000000000000e+00,6.1872013804193755e-07
4.1250000000000000e+00,-1.5000000000000000e+00,7.9724248206319902e-05,0.0000000000000000e+00,4.5197907570225080e-08
4.5000000000000000e+00,-1.5000000000000000e+00,1.9095151026805570e-05,0.0000000000000000e+00,2.5928874150152093e-09
4.8750000000000000e+00,-1.5000000000000000e+00,4.0708581819918325e-06,0.0000000000000000e+00,1.1784452506943892e-10
5.2500000000000000e+00,-1.5000000000000000e+00,7.7758176196968002e-07,0.0000000000000000e+00,4.2996152643404239e-12
5.6250000000000000e+00,-1.5000000000000000e+00,1.3757196326942721e-07,0.0000000000000000e+00,1.3458520944216624e-13
-6.0000000000000000e+00,-1.1250000000000000e+00,7.1869265029492418e-08,0.0000000000000000e+00,3.6730248930698113e-14
-5.6250000000000000e+00,-1.1250000000000000e+00,2.1941186096743977e-07,0.0000000000000000e+00,3.4234001588049864e-13
-5.2500000000000000e+00,-1.1250000000000000e+00,1.2448037063752589e-06,0.0000000000000000e+00,1.1018924568217471e-11
-4.8750000000000000e+00,-1.1250000000000000e+00,6.4907803760319879e-06,0.0000000000000000e+00,2.9959274588360500e-10
-4.5000000000000000e+00,-1.1250000000000000e+00,3.0339676004340401e-05,0.0000000000000000e+00,6.5457489070104803e-09
-4.1250000000000000e+00,-1.1250000000000000e+00,1.2608399966926789e-04,0.0000000000000000e+00,1.1304657758293295e-07
-3.7500000000000000e+00,-1.1250000000000000e+00,4.6368825873281487e-04,0.0000000000000000e+00,1.5289372535940969e-06
-3.3750000000000000e+00,-1.1250000000000000e+00,1.4998553485959076e-03,0.0000000000000000e+00,1.5996914252172456e-05
-3.0000000000000000e+00,-1.1250000000000000e+00,4.2383698216560900e-03,0.0000000000000000e+00,1.2774242663200056e-04
-2.6250000000000000e+00,-1.1250000000000000e+00,1.0388534458700773e-02,0.0000000000000000e+00,7.6744283164169509e-04
-2.2500000000000000e+00,-1.1250000000000000e+00,2.1924669577940540e-02,0.0000000000000000e+00,3.4182480789466414e-03
-1.8750000000000000e+00,-1.1250000000000000e+00,3.9635054023742698e-02,0.0000000000000000e+00,1.1171111164195571e-02
-1.5000000000000000e+00,-1.1250000000000000e+00,6.1514898694714229e-02,0.0000000000000000e+00,2.6909032970104566e-02
-1.1250000000000000e+00,-1.1250000000000000e+00,8.3205699996376364e-02,0.0000000000000000e+00,4.9231562751196341e-02
-7.5000000000000000e-01,-1.1250000000000000e+00,1.0057235883915937e-01,0.0000000000000000e+00,7.1927462133138761e-02
-3.7500000000000000e-01,-1.1250000000000000e+00,1.1140292389514404e-01,0.0000000000000000e+00,8.8253236994753820e-02
0.0000000000000000e+00,-1.1250000000000000e+00,1.1504012115327998e-01,0.0000000000000000e+00,9.4110076266391729e-02
3.7500000000000000e-01,-1.1250000000000000e+00,1.1140292104104865e-01,0.0000000000000000e+00,8.8253232472733298e-02
7.5000000000000000e-01,-1.1250000000000000e+00,1.0057235297550449e-01,0.0000000000000000e+00,7.1927453745987316e-02
1.1250000000000000e+00,-1.1250000000000000e+00,8.3205692155317493e-02,0.0000000000000000e+00,4.9231553472323296e-02
1.5000000000000000e+00,-1.1250000000000000e+00,6.1514909731855631e-02,0.0000000000000000e+00,2.6909042626263799e-02
1.8750000000000000e+00,-1.1250000000000000e+00,3.9635040284440287e-02,0.0000000000000000e+00,1.1171103419372120e-02
2.2500000000000000e+00,-1.1250000000000000e+00,2.1924667084838784e-02,0.0000000000000000e+00,3.4182473015538714e-03
2.6250000000000000e+00,-1.1250000000000000e+00,1.0388535094634253e-02,0.0000000000000000e+00,7.6744292559962669e-04
3.0000000000000000e+00,-1.1250000000000000e+00,4.2383842768748846e-03,0.0000000000000000e+00,1.2774329798016169e-04
3.3750000000000000e+00,-1.1250000000000000e+00,1.4998481700078247e-03,0.0000000000000000e+00,1.5996761124094727e-05
3.7500000000000000e+00,-1.1250000000000000e+00,4.6369840419338559e-04,0.0000000000000000e+00,1.5290041603661681e-06
4.1250000000000000e+00,-1.1250000000000000e+00,1.2608501288074637e-04,0.0000000000000000e+00,1.1304839447564784e-07
4.5000000000000000e+00,-1.1250000000000000e+00,3.0339577596737443e-05,0.0000000000000000e+00,6.5457064444334403e-09
4.8750000000000000e+00,-1.1250000000000000e+00,6.4991511211907785e-06,0.0000000000000000e+00,3.0036597543875808e-10
5.2500000000000000e+00,-1.1250000000000000e+00,1.2414493480597359e-06,0.0000000000000000e+00,1.0959619440340930e-11
5.6250000000000000e+00,-1.1250000000000000e+00,2.1559383381468396e-07,0.0000000000000000e+00,3.3052943060560760e-13
-6.0000000000000000e+00,-7.5000000000000000e-01,9.8419823520344698e-08,0.0000000000000000e+00,6.8881505150405665e-14
-5.6250000000000000e+00,-7.5000000000000000e-01,3.0893061743323476e-07,0.0000000000000000e+00,6.7867112097905527e-13
-5.2500000000000000e+00,-7.5000000000000000e-01,1.7442111361006804e-06,0.0000000000000000e+00,2.1633937687449785e-11
-4.8750000000000000e+00,-7.5000000000000000e-01,9.0623112459567242e-06,0.0000000000000000e+00,5.8400344973222200e-10
