x,y,real_psi_tilde,imag_psi_tilde,physical_density
5.6250000000000000e+00,-4.8750000000000000e+00,-1.7026288058863936e-09,0.0000000000000000e+00,2.0614718937842676e-17
-6.0000000000000000e+00,-4.5000000000000000e+00,-2.0325912593066325e-09,0.0000000000000000e+00,2.9379038061580252e-17
-5.6250000000000000e+00,-4.5000000000000000e+00,-4.4563098069019517e-10,0.0000000000000000e+00,1.4121740156508806e-18
-5.2500000000000000e+00,-4.5000000000000000e+00,-3.8750434522846943e-10,0.0000000000000000e+00,1.0678017249489409e-18
-4.8750000000000000e+00,-4.5000000000000000e+00,6.7038724673979979e-09,0.0000000000000000e+00,3.1958688753164032e-16
-4.5000000000000000e+00,-4.5000000000000000e+00,5.9816654464122185e-09,0.0000000000000000e+00,2.5443784186881340e-16
-4.1250000000000000e+00,-4.5000000000000000e+00,1.7709887261957186e-08,0.0000000000000000e+00,2.2303296485776595e-15
-3.7500000000000000e+00,-4.5000000000000000e+00,8.3127762258537271e-08,0.0000000000000000e+00,4.9139376768795683e-14
-3.3750000000000000e+00,-4.5000000000000000e+00,2.6559098239160774e-07,0.0000000000000000e+00,5.0160760837503502e-13
-3.0000000000000000e+00,-4.5000000000000000e+00,8.0874855535097788e-07,0.0000000000000000e+00,4.6511944944518664e-12
-2.6250000000000000e+00,-4.5000000000000000e+00,2.1595894538717686e-06,0.0000000000000000e+00,3.3164989221505161e-11
-2.2500000000000000e+00,-4.5000000000000000e+00,5.0876871109399157e-06,0.0000000000000000e+00,1.8406798320941615e-10
-1.8750000000000000e+00,-4.5000000000000000e+00,1.0523581201551256e-05,0.0000000000000000e+00,7.8752541372901674e-10
-1.5000000000000000e+00,-4.5000000000000000e+00,1.9090815396554413e-05,0.0000000000000000e+00,2.5917100978156021e-09
-1.1250000000000000e+00,-4.5000000000000000e+00,3.0336560841319816e-05,0.0000000000000000e+00,6.5444047906069246e-09
-7.5000000000000000e-01,-4.5000000000000000e+00,4.2219620240069350e-05,0.0000000000000000e+00,1.2675529480644789e-08
-3.7500000000000000e-01,-4.5000000000000000e+00,5.1472172685937684e-05,0.0000000000000000e+00,1.8840067989411480e-08
0.0000000000000000e+00,-4.5000000000000000e+00,5.4982430699882012e-05,0.0000000000000000e+00,2.1497370209189887e-08
3.7500000000000000e-01,-4.5000000000000000e+00,5.1473582713080174e-05,0.0000000000000000e+00,1.8841100212055511e-08
7.5000000000000000e-01,-4.5000000000000000e+00,4.2222042722868778e-05,0.0000000000000000e+00,1.2676984118696934e-08
1.1250000000000000e+00,-4.5000000000000000e+00,3.0334065432641772e-05,0.0000000000000000e+00,6.5433281825549683e-09
1.5000000000000000e+00,-4.5000000000000000e+00,1.9091022670945478e-05,0.0000000000000000e+00,2.5917663759826076e-09
1.8750000000000000e+00,-4.5000000000000000e+00,1.0525019623381108e-05,0.0000000000000000e+00,7.8774071518263030e-10
2.2500000000000000e+00,-4.5000000000000000e+00,5.0893127390459628e-06,0.0000000000000000e+00,1.8418562955246593e-10
2.6250000000000000e+00,-4.5000000000000000e+00,2.1600065364858560e-06,0.0000000000000000e+00,3.3177800801149321e-11
3.0000000000000000e+00,-4.5000000000000000e+00,8.0129100457103154e-07,0.0000000000000000e+00,4.5658117262681092e-12
3.3750000000000000e+00,-4.5000000000000000e+00,2.7215392886448020e-07,0.0000000000000000e+00,5.2670407819642702e-13
3.7500000000000000e+00,-4.5000000000000000e+00,7.6681725040240556e-08,0.0000000000000000e+00,4.1813951681045729e-14
4.1250000000000000e+00,-4.5000000000000000e+00,2.6378926319507373e-08,0.0000000000000000e+00,4.9482506934755466e-15
